Date,Open,High,Low,Close,Volume,Adj Close
2012-09-19,2.83111,2.84019,2.82204,2.84019,96700,2.07735
2012-09-18,2.82204,2.85834,2.82204,2.84019,261300,2.07735
2012-09-17,2.81297,2.81297,2.81297,2.81297,000,2.05744
2012-09-14,2.85834,2.85834,2.81297,2.81297,204800,2.05744
2012-09-13,2.79482,2.83111,2.79482,2.82204,193200,2.06408
2012-09-12,2.81297,2.81297,2.79482,2.80389,118600,2.05081
2012-09-11,2.83111,2.83111,2.79482,2.81297,456500,2.05744
2012-09-10,2.81297,2.84926,2.81297,2.81297,137500,2.05744
2012-09-07,2.85834,2.87648,2.80389,2.85834,746600,2.09063
2012-09-06,2.86741,2.90371,2.85834,2.85834,237300,2.09063
2012-09-05,2.87648,2.91278,2.86741,2.90371,535800,2.12381
2012-09-04,2.94908,2.94908,2.91278,2.91278,38600,2.13045
2012-09-03,2.95815,2.99445,2.93093,2.94,244100,2.15036
2012-08-31,2.94908,2.94908,2.94908,2.94908,000,2.157
2012-08-30,2.94908,2.96722,2.94908,2.94908,367900,2.157
2012-08-29,2.94908,2.95815,2.94908,2.95815,231300,2.16363
2012-08-28,3.00352,3.01259,2.98537,2.99445,1733300,2.14739
2012-08-27,2.98537,3.01259,2.98537,2.99445,1608200,2.14739
2012-08-24,2.9763,3.01259,2.94908,2.99445,1103100,2.14739
2012-08-23,2.91278,2.96722,2.91278,2.96722,429700,2.12787
2012-08-22,2.94908,2.94908,2.93093,2.94,214100,2.10835
2012-08-21,2.90371,2.90371,2.90371,2.90371,000,2.08232
2012-08-20,2.90371,2.90371,2.90371,2.90371,000,2.08232
2012-08-17,2.92185,2.92185,2.87648,2.90371,134600,2.08232
2012-08-16,2.88556,2.92185,2.88556,2.92185,297800,2.09534
2012-08-15,2.89463,2.91278,2.86741,2.89463,208700,2.07581
2012-08-14,2.90371,2.90371,2.89463,2.90371,50800,2.08232
2012-08-13,2.93093,2.95815,2.93093,2.93093,668100,2.10184
2012-08-10,2.89463,2.94,2.89463,2.93093,547800,2.10184
2012-08-09,2.88556,2.90371,2.87648,2.90371,193600,2.08232
2012-08-08,2.84926,2.88556,2.84926,2.88556,109700,2.06931
2012-08-07,2.84926,2.86741,2.84926,2.85834,260800,2.04979
2012-08-06,2.86741,2.88556,2.84926,2.84926,260300,2.04328
2012-08-03,2.85834,2.86741,2.84019,2.84019,335900,2.03677
2012-08-02,2.88556,2.89463,2.86741,2.88556,316700,2.06931
2012-08-01,2.90371,2.90371,2.88556,2.88556,37500,2.06931
2012-07-31,2.85834,2.90371,2.85834,2.90371,330300,2.08232
2012-07-30,2.87648,2.88556,2.85834,2.85834,78200,2.04979
2012-07-27,2.84926,2.88556,2.84926,2.87648,11300,2.0628
2012-07-26,2.84926,2.88556,2.84019,2.88556,136300,2.06931
2012-07-25,2.84019,2.85834,2.83111,2.84019,946200,2.03677
2012-07-24,2.86741,2.86741,2.83111,2.84926,1006700,2.04328
2012-07-23,2.89463,2.91278,2.87648,2.88556,464800,2.06931
2012-07-20,2.90371,2.94908,2.90371,2.91278,465000,2.08883
2012-07-19,2.95815,2.96722,2.92185,2.92185,412300,2.09534
2012-07-18,2.95815,2.9763,2.95815,2.96722,302700,2.12787
2012-07-17,2.96722,2.9763,2.95815,2.95815,538300,2.12136
2012-07-16,2.94908,2.95815,2.94,2.95815,250700,2.12136
2012-07-13,2.92185,2.96722,2.91278,2.94,494100,2.10835
2012-07-12,2.90371,2.94,2.90371,2.92185,457700,2.09534
2012-07-11,2.90371,2.93093,2.90371,2.92185,161100,2.09534
2012-07-10,2.88556,2.94908,2.88556,2.93093,314100,2.10184
2012-07-09,2.90371,2.91278,2.89463,2.90371,216400,2.08232
2012-07-06,2.93093,2.94,2.91278,2.91278,469100,2.08883
2012-07-05,2.88556,2.94908,2.87648,2.91278,645800,2.08883
2012-07-04,2.85834,2.88556,2.84926,2.87648,182800,2.0628
2012-07-03,2.84926,2.85834,2.84019,2.84926,850200,2.04328
2012-07-02,2.87648,2.88556,2.84926,2.84926,746500,2.04328
2012-06-29,2.84019,2.84926,2.84019,2.84926,634800,2.04328
2012-06-28,2.85834,2.87648,2.84926,2.84926,287300,2.04328
2012-06-27,2.90371,2.90371,2.85834,2.87648,391200,2.0628
2012-06-26,2.89463,2.89463,2.87648,2.87648,252000,2.0628
2012-06-25,2.93093,2.93093,2.90371,2.90371,118700,2.08232
2012-06-22,2.89463,2.93093,2.88556,2.93093,344800,2.10184
2012-06-21,2.91278,2.94908,2.90371,2.94908,245800,2.11486
2012-06-20,2.90371,2.92185,2.89463,2.92185,931600,2.09534
2012-06-19,2.96722,2.96722,2.89463,2.89463,1052200,2.07581
2012-06-18,2.9763,3.01259,2.95815,2.99445,1788000,2.14739
2012-06-15,2.87648,2.9763,2.86741,2.9763,1009300,2.13438
2012-06-14,2.85834,2.88556,2.84019,2.86741,576900,2.05629
2012-06-13,2.85834,2.85834,2.84926,2.84926,1360100,2.04328
2012-06-12,2.83111,2.85834,2.83111,2.85834,427600,2.04979
2012-06-11,2.83111,2.83111,2.82204,2.83111,254700,2.03026
2012-06-08,2.84019,2.84926,2.82204,2.83111,306500,2.03026
2012-06-07,2.80389,2.84926,2.80389,2.83111,348100,2.03026
2012-06-06,2.80389,2.80389,2.78574,2.80389,149100,2.01074
2012-06-05,2.78574,2.83111,2.78574,2.79482,560100,2.00423
2012-06-04,2.81297,2.81297,2.78574,2.79482,284200,2.00423
2012-06-01,2.83111,2.84926,2.83111,2.83111,528200,2.03026
2012-05-31,2.88556,2.88556,2.82204,2.82204,709400,2.02376
2012-05-30,2.87648,2.87648,2.85834,2.86741,1291600,2.05629
2012-05-29,2.86741,2.86741,2.85834,2.86741,750700,2.05629
2012-05-28,2.84019,2.87648,2.84019,2.87648,97500,2.0628
2012-05-25,2.91278,2.91278,2.84019,2.84926,1004500,2.04328
2012-05-24,2.90371,2.90371,2.86741,2.88556,198500,2.06931
2012-05-23,2.86741,2.88556,2.79482,2.88556,1020900,2.06931
2012-05-22,2.81297,2.86741,2.79482,2.86741,174900,2.05629
2012-05-21,2.81297,2.81297,2.78574,2.79482,127300,2.00423
2012-05-18,2.81297,2.81297,2.7676,2.79482,705800,2.00423
2012-05-17,2.82204,2.84926,2.81297,2.84019,505500,2.03677
2012-05-16,2.88556,2.88556,2.81297,2.82204,1538600,2.02376
2012-05-15,2.92185,2.92185,2.83111,2.87648,403500,2.0628
2012-05-14,2.92185,2.93093,2.91278,2.92185,355200,2.09534
2012-05-11,2.91278,2.93093,2.90371,2.92185,612300,2.09534
2012-05-10,2.90371,2.91278,2.88556,2.90371,569100,2.08232
2012-05-09,2.91278,2.93093,2.90371,2.90371,172600,2.08232
2012-05-08,2.88556,2.94,2.88556,2.93093,381300,2.10184
2012-05-07,2.93093,2.95815,2.92185,2.95815,112700,2.12136
2012-05-04,2.89463,2.96722,2.89463,2.95815,582600,2.12136
2012-05-03,2.85834,2.90371,2.85834,2.90371,311800,2.08232
2012-05-02,2.85834,2.87648,2.84926,2.86741,1303100,2.05629
2012-05-01,2.86741,2.86741,2.86741,2.86741,000,2.05629
2012-04-30,2.86741,2.86741,2.85834,2.85834,927000,2.04979
2012-04-27,2.84019,2.86741,2.84019,2.86741,15100,2.05629
2012-04-26,2.85834,2.88556,2.84019,2.88556,258300,2.06931
2012-04-25,2.85834,2.86741,2.82204,2.82204,275400,2.02376
2012-04-24,2.86741,2.86741,2.85834,2.86741,157000,2.05629
2012-04-23,2.86741,2.86741,2.84926,2.86741,311100,2.05629
2012-04-20,2.85834,2.87648,2.84926,2.84926,1035500,2.04328
2012-04-19,2.85834,2.86741,2.85834,2.85834,1049100,2.04979
2012-04-18,2.88556,2.88556,2.85834,2.86741,659100,2.05629
2012-04-17,2.90371,2.90371,2.87648,2.87648,217400,2.0628
2012-04-16,2.93093,2.93093,2.90371,2.91278,211800,2.08883
2012-04-13,2.87648,2.93093,2.87648,2.91278,2084000,2.08883
2012-04-12,2.83111,2.87648,2.83111,2.86741,1439600,2.05629
2012-04-11,2.85834,2.85834,2.85834,2.85834,000,2.04979
2012-04-10,2.85834,2.87648,2.84926,2.85834,213100,2.04979
2012-04-09,2.88556,2.88556,2.85834,2.85834,316700,2.04979
2012-04-06,2.89463,2.92185,2.89463,2.89463,267700,2.07581
2012-04-05,2.90371,2.91278,2.90371,2.91278,303100,2.08883
2012-04-04,2.93093,2.93093,2.90371,2.92185,432600,2.09534
2012-04-03,2.94908,2.94908,2.92185,2.93093,628900,2.10184
2012-04-02,2.94908,2.94908,2.92185,2.94908,347800,2.11486
2012-03-30,2.93093,2.94908,2.92185,2.94908,132200,2.11486
2012-03-29,2.95815,2.96722,2.93093,2.94908,250100,2.11486
2012-03-28,2.96722,2.96722,2.95815,2.96722,63000,2.12787
2012-03-27,2.94908,2.9763,2.94908,2.9763,323000,2.13438
2012-03-26,2.94,2.94908,2.94,2.94908,189800,2.11486
2012-03-23,2.95815,2.96722,2.92185,2.93093,291800,2.10184
2012-03-22,2.96722,2.96722,2.95815,2.95815,398200,2.12136
2012-03-21,2.95815,2.99445,2.95815,2.98537,208400,2.14089
2012-03-20,2.95815,2.98537,2.95815,2.96722,181200,2.12787
2012-03-19,2.9763,2.99445,2.95815,2.96722,227700,2.12787
2012-03-16,2.99445,3.02167,2.9763,2.98537,412600,2.14089
2012-03-15,2.99445,3.00352,2.98537,2.99445,259500,2.14739
2012-03-14,2.9763,3.00352,2.96722,2.99445,949700,2.14739
2012-03-13,2.9763,2.9763,2.94908,2.95815,142400,2.12136
2012-03-12,2.9763,2.9763,2.94908,2.9763,81300,2.13438
2012-03-09,2.9763,2.99445,2.96722,2.96722,210400,2.12787
2012-03-08,2.9763,2.98537,2.9763,2.9763,101700,2.13438
2012-03-07,2.94908,2.98537,2.94908,2.9763,135300,2.13438
2012-03-06,2.9763,2.98537,2.94,2.98537,465400,2.14089
2012-03-05,2.9763,2.99445,2.9763,2.98537,373600,2.14089
2012-03-02,2.95815,2.98537,2.95815,2.9763,424900,2.13438
2012-03-01,2.96722,2.99445,2.96722,2.9763,578900,2.13438
2012-02-29,2.96722,3.02167,2.95815,2.99445,1018600,2.14739
2012-02-28,2.94908,2.96722,2.94908,2.96722,282300,2.12787
2012-02-27,2.9763,2.99445,2.94908,2.96722,61100,2.12787
2012-02-24,2.9763,2.99445,2.96722,2.9763,429700,2.13438
2012-02-23,2.99445,3.02167,2.98537,2.99445,576200,2.14739
2012-02-22,3.01259,3.03074,2.99445,2.99445,1053000,2.14739
2012-02-21,2.96722,3.03074,2.96722,3.01259,816600,2.16041
2012-02-20,2.95815,3.00352,2.95815,2.9763,433200,2.13438
2012-02-17,2.95815,2.99445,2.93093,2.95815,290200,2.12136
2012-02-16,3.00352,3.00352,2.95815,2.95815,517900,2.12136
2012-02-15,2.98537,3.02167,2.96722,3.01259,619000,2.16041
2012-02-14,2.9763,2.99445,2.95815,2.98537,157000,2.14089
2012-02-13,2.99445,2.99445,2.94908,2.95815,376600,2.12136
2012-02-10,3.02167,3.03074,2.99445,3.01259,421400,2.16041
2012-02-09,3.06704,3.06704,3.00352,3.03074,1136300,2.17342
2012-02-08,2.94,3.08519,2.93093,3.06704,2309700,2.19945
2012-02-07,2.92185,2.92185,2.92185,2.92185,000,2.09534
2012-02-03,2.95815,2.95815,2.90371,2.92185,538300,2.09534
2012-02-02,2.85834,2.95815,2.85834,2.95815,2297800,2.12136
2012-02-01,2.84926,2.84926,2.84926,2.84926,000,2.04328
2012-01-31,2.78574,2.89463,2.7676,2.84926,813000,2.04328
2012-01-30,2.77667,2.78574,2.77667,2.78574,310300,1.99773
2012-01-27,2.7676,2.77667,2.7676,2.77667,515300,1.99122
2012-01-26,2.77667,2.78574,2.75852,2.7676,234800,1.98471
2012-01-25,2.77667,2.77667,2.7676,2.77667,368000,1.99122
2012-01-24,2.77667,2.77667,2.77667,2.77667,000,1.99122
2012-01-23,2.77667,2.77667,2.77667,2.77667,000,1.99122
2012-01-20,2.75852,2.78574,2.75852,2.77667,187200,1.99122
2012-01-19,2.7676,2.78574,2.7676,2.77667,397500,1.99122
2012-01-18,2.74945,2.7676,2.74945,2.7676,106800,1.98471
2012-01-17,2.74945,2.75852,2.74037,2.74945,212300,1.9717
2012-01-16,2.75852,2.75852,2.74037,2.74945,614800,1.9717
2012-01-13,2.74945,2.7676,2.7313,2.75852,428200,1.97821
2012-01-12,2.7676,2.78574,2.75852,2.75852,323900,1.97821
2012-01-11,2.80389,2.80389,2.75852,2.7676,573900,1.98471
2012-01-10,2.7676,2.79482,2.75852,2.7676,825900,1.98471
2012-01-09,2.7676,2.79482,2.74945,2.78574,39300,1.99773
2012-01-06,2.82204,2.82204,2.75852,2.7676,382800,1.98471
2012-01-05,2.80389,2.82204,2.79482,2.81297,385200,2.01725
2012-01-04,2.81297,2.83111,2.78574,2.80389,268300,2.01074
2012-01-03,2.80389,2.83111,2.78574,2.80389,4595200,2.01074
2011-12-30,2.7676,2.79482,2.74945,2.79482,1655100,2.00423
2011-12-29,2.7676,2.7676,2.74037,2.7676,1114400,1.98471
2011-12-28,2.71315,2.78574,2.71315,2.7676,1215300,1.98471
2011-12-27,2.7313,2.7313,2.71315,2.7313,381200,1.95868
2011-12-26,2.7313,2.7313,2.7313,2.7313,000,1.95868
2011-12-23,2.695,2.7313,2.695,2.7313,208000,1.95868
2011-12-22,2.70408,2.70408,2.68593,2.695,592800,1.93266
2011-12-21,2.67686,2.71315,2.67686,2.70408,390600,1.93916
2011-12-20,2.64056,2.66778,2.64056,2.65871,385500,1.90663
2011-12-19,2.72223,2.72223,2.64056,2.64963,208400,1.90012
2011-12-16,2.7313,2.75852,2.72223,2.72223,426300,1.95218
2011-12-15,2.64963,2.80389,2.64963,2.72223,1807200,1.95218
2011-12-14,2.60426,2.64963,2.60426,2.64056,76200,1.89361
2011-12-13,2.59519,2.61334,2.59519,2.60426,455200,1.86758
2011-12-12,2.62241,2.63149,2.59519,2.59519,59100,1.86108
2011-12-09,2.62241,2.64056,2.62241,2.62241,275400,1.8806
2011-12-08,2.63149,2.63149,2.61334,2.63149,59500,1.88711
2011-12-07,2.64056,2.64056,2.58612,2.61334,263100,1.87409
2011-12-06,2.65871,2.65871,2.61334,2.61334,219300,1.87409
2011-12-05,2.68593,2.70408,2.64963,2.65871,127700,1.90663
2011-12-02,2.62241,2.72223,2.61334,2.68593,1540500,1.92615
2011-12-01,2.63149,2.64963,2.62241,2.62241,869600,1.8806
2011-11-30,2.60426,2.63149,2.60426,2.63149,215100,1.88711
2011-11-29,2.62241,2.64963,2.60426,2.60426,633600,1.86758
2011-11-28,2.62241,2.62241,2.62241,2.62241,000,1.8806
2011-11-25,2.61334,2.63149,2.58612,2.62241,564800,1.8806
2011-11-24,2.62241,2.63149,2.61334,2.61334,877900,1.87409
2011-11-23,2.64056,2.64056,2.62241,2.63149,208300,1.88711
2011-11-22,2.63149,2.64963,2.63149,2.64963,310100,1.90012
2011-11-21,2.63149,2.65871,2.61334,2.63149,97700,1.88711
2011-11-18,2.64963,2.66778,2.64963,2.65871,115300,1.90663
2011-11-17,2.68593,2.68593,2.65871,2.67686,218000,1.91964
2011-11-16,2.71315,2.71315,2.68593,2.68593,221700,1.92615
2011-11-15,2.695,2.71315,2.695,2.71315,491100,1.94567
2011-11-14,2.67686,2.695,2.66778,2.695,589300,1.93266
2011-11-11,2.63149,2.65871,2.63149,2.65871,424600,1.90663
2011-11-10,2.64963,2.64963,2.62241,2.63149,419000,1.88711
2011-11-09,2.63149,2.65871,2.62241,2.65871,1203400,1.90663
2011-11-08,2.63149,2.63149,2.61334,2.62241,226300,1.8806
2011-11-04,2.63149,2.63149,2.61334,2.61334,255700,1.87409
2011-11-03,2.61334,2.62241,2.60426,2.61334,166300,1.87409
2011-11-02,2.60426,2.63149,2.58612,2.62241,240200,1.8806
2011-11-01,2.59519,2.64963,2.57704,2.63149,574200,1.88711
2011-10-31,2.65871,2.65871,2.59519,2.59519,673600,1.86108
2011-10-28,2.62241,2.64963,2.62241,2.64963,761500,1.90012
2011-10-27,2.63149,2.64963,2.59519,2.59519,1241200,1.86108
2011-10-25,2.63149,2.63149,2.60426,2.61334,71600,1.87409
2011-10-24,2.63149,2.68593,2.61334,2.61334,704500,1.87409
2011-10-21,2.54982,2.58612,2.54982,2.58612,452000,1.85457
2011-10-20,2.54982,2.55889,2.54075,2.54075,235600,1.82203
2011-10-19,2.57704,2.59519,2.54982,2.54982,320400,1.82854
2011-10-18,2.58612,2.58612,2.54075,2.55889,197500,1.83505
2011-10-17,2.58612,2.62241,2.58612,2.59519,1081900,1.86108
2011-10-14,2.62241,2.62241,2.57704,2.57704,349700,1.84806
2011-10-13,2.64056,2.66778,2.61334,2.62241,831900,1.8806
2011-10-12,2.63149,2.64056,2.61334,2.63149,904000,1.88711
2011-10-11,2.61334,2.66778,2.61334,2.64056,2272100,1.89361
2011-10-10,2.54982,2.62241,2.54982,2.61334,1792200,1.87409
2011-10-07,2.54075,2.59519,2.53167,2.54982,2461200,1.82854
2011-10-06,2.4863,2.51352,2.46815,2.51352,681200,1.80251
2011-10-05,2.38647,2.50445,2.38647,2.46815,1149100,1.76998
2011-10-04,2.32296,2.40462,2.32296,2.35925,916600,1.69188
2011-10-03,2.35925,2.39555,2.35925,2.35925,862800,1.69188
2011-09-30,2.40462,2.45001,2.36833,2.39555,866800,1.71791
2011-09-29,2.35925,2.39555,2.35925,2.39555,713100,1.71791
2011-09-28,2.4137,2.43184,2.3774,2.38647,843600,1.7114
2011-09-27,2.33203,2.38647,2.33203,2.38647,1877900,1.7114
2011-09-26,2.3411,2.35925,2.27759,2.31388,1929300,1.65934
2011-09-23,2.35925,2.35925,2.28666,2.3411,3771600,1.67887
2011-09-22,2.54982,2.54982,2.40462,2.4137,2368700,1.73092
2011-09-21,2.50445,2.58612,2.4863,2.57704,653000,1.84806
2011-09-20,2.54075,2.54075,2.50445,2.51352,1600900,1.80251
2011-09-19,2.57704,2.59519,2.54075,2.54982,741800,1.82854
2011-09-15,2.59519,2.59519,2.55889,2.57704,598400,1.84806
2011-09-14,2.60426,2.62241,2.57704,2.59519,498200,1.86108
2011-09-13,2.63149,2.64056,2.61334,2.61334,1241900,1.87409
2011-09-12,2.64056,2.64056,2.63149,2.63149,574200,1.88711
2011-09-09,2.64056,2.65871,2.63149,2.63149,388600,1.88711
2011-09-08,2.67686,2.68593,2.64056,2.64056,523600,1.89361
2011-09-07,2.67686,2.67686,2.61334,2.65871,588100,1.90663
2011-09-06,2.67686,2.67686,2.64056,2.66778,216100,1.91313
2011-09-05,2.695,2.70408,2.67686,2.68593,244800,1.88653
2011-09-02,2.71315,2.7313,2.67686,2.695,296500,1.8929
2011-08-29,2.68593,2.695,2.65871,2.67686,454700,1.88015
2011-08-26,2.67686,2.68593,2.65871,2.68593,1073600,1.88653
2011-08-25,2.70408,2.71315,2.68593,2.695,490300,1.8929
2011-08-24,2.72223,2.7313,2.70408,2.70408,1179000,1.89927
2011-08-23,2.70408,2.71315,2.68593,2.70408,683500,1.89927
2011-08-22,2.70408,2.70408,2.66778,2.70408,630600,1.89927
2011-08-19,2.7313,2.7313,2.70408,2.70408,1214700,1.89927
2011-08-18,2.80389,2.81297,2.7676,2.78574,500700,1.95663
2011-08-17,2.74037,2.81297,2.74037,2.80389,352400,1.96938
2011-08-16,2.72223,2.78574,2.72223,2.78574,1024700,1.95663
2011-08-15,2.72223,2.72223,2.695,2.71315,505400,1.90565
2011-08-12,2.72223,2.7313,2.67686,2.68593,594600,1.88653
2011-08-11,2.67686,2.695,2.63149,2.65871,1071900,1.86741
2011-08-10,2.7313,2.78574,2.67686,2.70408,1400100,1.89927
2011-08-09,2.62241,2.70408,2.5226,2.65871,2573600,1.86741
2011-08-08,2.79482,2.79482,2.64963,2.70408,2577600,1.89927
2011-08-05,2.84926,2.84926,2.78574,2.80389,1220600,1.96938
2011-08-04,2.86741,2.88556,2.86741,2.88556,329000,2.02674
2011-08-03,2.85834,2.86741,2.84019,2.85834,97900,2.00762
2011-08-02,2.88556,2.88556,2.85834,2.85834,169000,2.00762
2011-08-01,2.88556,2.89463,2.86741,2.88556,277300,2.02674
2011-07-29,2.81297,2.89463,2.81297,2.88556,151700,2.02674
2011-07-28,2.84019,2.84019,2.80389,2.81297,116700,1.97575
2011-07-27,2.84926,2.84926,2.83111,2.83111,207400,1.9885
2011-07-26,2.79482,2.84926,2.77667,2.84926,292500,2.00125
2011-07-25,2.78574,2.81297,2.7676,2.78574,121900,1.95663
2011-07-22,2.80389,2.83111,2.78574,2.79482,919100,1.96301
2011-07-21,2.80389,2.81297,2.79482,2.80389,462600,1.96938
2011-07-20,2.80389,2.83111,2.80389,2.80389,456100,1.96938
2011-07-19,2.81297,2.81297,2.77667,2.78574,1022100,1.95663
2011-07-18,2.85834,2.85834,2.82204,2.83111,340600,1.9885
2011-07-15,2.90371,2.90371,2.85834,2.85834,330300,2.00762
2011-07-14,2.88556,2.90371,2.84926,2.90371,343100,2.03949
2011-07-13,2.82204,2.87648,2.82204,2.83111,577200,1.9885
2011-07-12,2.88556,2.88556,2.82204,2.82204,978300,1.98213
2011-07-11,2.91278,2.92185,2.88556,2.89463,210800,2.03311
2011-07-08,2.94908,2.95815,2.91278,2.91278,154200,2.04586
2011-07-07,2.94908,2.96722,2.92185,2.94908,469300,2.07135
2011-07-06,2.94908,2.96722,2.92185,2.94908,482200,2.07135
2011-07-05,2.92185,2.95815,2.89463,2.94908,278500,2.07135
2011-07-04,2.90371,2.98537,2.89463,2.90371,1821600,2.03949
2011-07-01,2.88556,2.90371,2.88556,2.90371,365300,2.03949
2011-06-30,2.88556,2.89463,2.87648,2.88556,342200,2.02674
2011-06-29,2.88556,2.88556,2.86741,2.87648,785000,2.02037
2011-06-28,2.86741,2.88556,2.86741,2.87648,385900,2.02037
2011-06-27,2.90371,2.90371,2.87648,2.87648,436800,2.02037
2011-06-24,2.94,2.94,2.91278,2.91278,206800,2.04586
2011-06-23,2.91278,2.94908,2.91278,2.94,182000,2.06498
2011-06-22,2.87648,2.91278,2.87648,2.90371,100800,2.03949
2011-06-21,2.87648,2.88556,2.86741,2.87648,177500,2.02037
2011-06-20,2.89463,2.89463,2.86741,2.86741,968400,2.01399
2011-06-17,2.94908,2.94908,2.89463,2.89463,936800,2.03311
2011-06-16,2.94908,2.94908,2.93093,2.94,228000,2.06498
2011-06-15,2.90371,2.98537,2.90371,2.94908,1065800,2.07135
2011-06-14,2.95815,2.95815,2.90371,2.90371,475600,2.03949
2011-06-13,2.99445,2.99445,2.94908,2.95815,611000,2.07773
2011-06-10,3.00352,3.01259,2.99445,3.00352,152800,2.10959
2011-06-09,3.00352,3.01259,2.99445,2.99445,372200,2.10322
2011-06-08,2.98537,3.01259,2.9763,2.98537,322700,2.09685
2011-06-07,2.92185,3.02167,2.92185,2.98537,405800,2.09685
2011-06-06,2.90371,2.94,2.89463,2.91278,579700,2.04586
2011-06-03,2.89463,2.94,2.88556,2.90371,625200,2.03949
2011-06-02,2.94,2.94,2.86741,2.90371,961400,2.03949
2011-06-01,2.9763,2.98537,2.94908,2.94908,698700,2.07135
2011-05-31,3.01259,3.01259,2.95815,2.9763,1176600,2.09047
2011-05-30,3.03074,3.03074,2.99445,3.00352,303700,2.10959
2011-05-27,3.02167,3.03982,3.00352,3.03982,837000,2.13509
2011-05-26,3.03982,3.04889,3.02167,3.02167,369300,2.12234
2011-05-25,3.00352,3.03074,3.00352,3.01259,599200,2.11597
2011-05-24,3.01259,3.01259,2.98537,2.99445,1122400,2.10322
2011-05-23,3.10333,3.10333,3.03074,3.03074,1246200,2.12871
2011-05-20,3.12148,3.12148,3.10333,3.11241,554700,2.18607
2011-05-19,3.16685,3.16685,3.11241,3.12148,1419000,2.19245
2011-05-18,3.17593,3.2213,3.13056,3.16685,2098100,2.22431
2011-05-16,3.06704,3.16685,3.05796,3.16685,1528400,2.22431
2011-05-13,2.98537,3.08519,2.9763,3.08519,1473400,2.16695
2011-05-12,2.9763,2.99445,2.96722,2.98537,644500,2.09685
2011-05-11,2.96722,2.99445,2.95815,2.99445,1260100,2.10322
2011-05-10,2.98537,2.99445,2.95815,2.96722,1004100,2.0841
2011-05-09,2.9763,2.99445,2.94908,2.99445,703800,2.10322
2011-05-06,2.95815,2.9763,2.93093,2.9763,1022300,2.09047
2011-05-05,2.9763,2.98537,2.95815,2.95815,1182000,2.07773
2011-05-04,2.94908,2.9763,2.92185,2.96722,1518700,2.0841
2011-05-03,2.95815,2.96722,2.91278,2.94908,2171000,2.07135
2011-04-29,2.93093,2.94,2.92185,2.93093,410800,2.05861
2011-04-28,2.94,2.9763,2.92185,2.94,1156800,2.06498
2011-04-27,2.89463,2.94908,2.88556,2.94908,3494300,2.07135
2011-04-26,2.89463,2.90371,2.88556,2.90371,811000,2.03949
2011-04-25,2.88556,2.91278,2.87648,2.90371,739300,2.03949
2011-04-22,2.88556,2.90371,2.86741,2.88556,665700,2.02674
2011-04-21,2.89463,2.89463,2.86741,2.88556,3323000,2.02674
2011-04-20,2.88556,2.89463,2.85834,2.89463,794800,2.03311
2011-04-19,2.88556,2.89463,2.84926,2.88556,772400,2.02674
2011-04-18,2.86741,2.90371,2.85834,2.90371,442100,2.03949
2011-04-15,2.84019,2.88556,2.81297,2.85834,3525600,2.00762
2011-04-14,2.87648,2.89463,2.81297,2.84019,1881700,1.99487
2011-04-13,2.83111,2.88556,2.81297,2.87648,1368100,2.02037
2011-04-12,2.87648,2.89463,2.83111,2.86741,593100,2.01399
2011-04-11,2.86741,2.90371,2.81297,2.87648,4053400,2.02037
2011-04-08,2.79482,2.85834,2.78574,2.84926,1585200,2.00125
2011-04-07,2.81297,2.81297,2.77667,2.80389,1321400,1.96938
2011-04-06,2.80389,2.81297,2.79482,2.81297,1381600,1.97575
2011-04-05,2.78574,2.81297,2.7676,2.81297,4334000,1.97575
2011-04-04,2.78574,2.80389,2.77667,2.79482,1269600,1.96301
2011-04-01,2.79482,2.80389,2.74945,2.77667,1904700,1.95026
2011-03-31,2.81297,2.83111,2.78574,2.81297,1518800,1.97575
2011-03-30,2.78574,2.81297,2.7676,2.80389,3796200,1.96938
2011-03-29,2.74945,2.79482,2.7313,2.78574,1573000,1.95663
2011-03-28,2.80389,2.81297,2.74037,2.74037,1596800,1.92477
2011-03-25,2.81297,2.83111,2.79482,2.80389,1601100,1.96938
2011-03-24,2.74037,2.82204,2.7313,2.80389,4152200,1.96938
2011-03-23,2.72223,2.7676,2.71315,2.7313,1150100,1.91839
2011-03-22,2.7313,2.7313,2.695,2.72223,1738000,1.91202
2011-03-21,2.7313,2.7313,2.70408,2.72223,1310800,1.91202
2011-03-18,2.70408,2.7313,2.695,2.72223,2914300,1.91202
2011-03-17,2.68593,2.72223,2.68593,2.71315,1318100,1.90565
2011-03-16,2.72223,2.72223,2.67686,2.71315,2132900,1.90565
2011-03-15,2.72223,2.74037,2.64963,2.70408,2044800,1.89927
2011-03-14,2.70408,2.74945,2.68593,2.72223,2561500,1.91202
2011-03-11,2.75852,2.75852,2.72223,2.74945,1031200,1.93114
2011-03-10,2.78574,2.81297,2.75852,2.7676,695400,1.94389
2011-03-09,2.79482,2.83111,2.74945,2.79482,1387900,1.96301
2011-03-08,2.70408,2.81297,2.66778,2.79482,2377900,1.96301
2011-03-07,2.72223,2.7313,2.65871,2.70408,1383800,1.89927
2011-03-04,2.695,2.75852,2.695,2.72223,2026200,1.91202
2011-03-03,2.63149,2.695,2.59519,2.67686,2321100,1.88015
2011-03-02,2.70408,2.71315,2.59519,2.62241,3229000,1.84191
2011-03-01,2.70408,2.72223,2.68593,2.70408,1075600,1.89927
